,Name,Before Standard Deviation,Full Standard Deviation,Change,Market Cap
104,NKTR_5,5.727599114069726,4.716020798354973,0.6900005340576172,13957037.70837784
105,TXMD_109,3.7652549724436573,5.04028042807316,1.4700002670288095,46949663.49496842
106,SNY_128,0.6150299825690149,0.9484596751825835,2.229999542236321,21936536.52420044
107,EGRX_74,8.68275752114829,6.252887442232665,5.539997100830078,22110790.550231934
108,HRTX_137,6.846043836690235,5.962030411617571,0.43000030517578125,19036798.740386967
109,VRTX_11,3.1051558910671333,3.1507015411703923,3.3799972534179688,316318200.0
110,HRTX_30,2.758063283900644,2.1557079049734607,0.6800003051757812,16709800.262451172
111,EXEL_16,3.320128938568279,2.907865985510028,0.009999752044677734,8137360.176372527
112,OCUL_28,7.165151170629681,5.426230959014525,0.46999979019165217,2148559.9918365483
113,INCY_60,1.7065930759757173,3.452319780561523,17.829994201660142,309180738.3468628
114,JNJ_82,0.7655862186611776,0.608123239910451,1.3800048828125,2086932852.630616
115,AGRX_95,19.244565938418802,15.683030958295834,0.1700000762939453,2323466.990709305
116,ATRS_90,5.68524578893472,4.848935398095753,0.2600001096725457,37247366.9282198
117,AMPH_41,3.752079892816067,3.2132341343766315,0.8599987030029332,7229086.18659973
118,ALKS_67,1.67869764354413,1.8234098268233474,0.09999847412108664,38912880.51452637
119,NVO_84,0.6466328665194101,0.7650602330517265,0.9699974060058736,39154510.97106934
120,MRK_63,0.7814196138589136,0.9028089634292356,0.5400009155273438,727278186.2083434
121,ALKS_130,1.9514017740225873,2.079131825878818,2.2300014495849645,26230492.76504517
122,MRK_81,0.21687015236429938,0.2365007129867599,1.0999984741210795,971612581.7810061
123,AKCA_119,9.429342651520725,14.355444875469189,1.7100009918212855,6667417.736053468
124,LXRX_52,2.4768067313564512,3.127584964794133,1.0499992370605487,16442010.041236876
125,GSK_44,0.8239216014185481,0.682494589057793,0.2599983215332031,116789193.45588684
126,AMGN_110,1.1639820713948121,1.1331551675811147,0.7299957275390625,322970889.95361334
127,GSK_120,0.18558594605223466,0.5260688208441708,0.5900001525878906,87309900.0
128,TRVN_123,17.16780424827863,11.98680089708537,0.05500000715255737,1376388.7837469578
129,SPPI_36,5.214846052482119,4.334350112376944,0.059999942779541904,4245785.038471223
130,CHRS_68,10.389006658481355,7.468107440302868,0.8500003814697266,14876669.740867615
131,MRK_93,1.101044177950527,0.839153791098317,0.11999893188476562,901541592.5350188
