,Name,Data
101,KMPH,"        Date  High   Low  Open  Close   Volume  Adj Close
0 2018-02-16  5.95  5.50  5.60  5.798   118000      5.798
1 2018-02-20  6.00  5.45  6.00  5.700   295900      5.700
2 2018-02-21  5.75  5.30  5.75  5.400   235600      5.400
3 2018-02-22  5.65  4.90  5.55  5.262   391100      5.262
4 2018-02-23  7.15  4.65  5.35  6.000  1851000      6.000
5 2018-02-26  6.40  5.75  6.30  5.900   722600      5.900
6 2018-02-27  6.05  5.85  5.90  5.900   228700      5.900
7 2018-02-28  5.90  5.25  5.90  5.850   143000      5.850
8 2018-03-01  6.00  5.75  5.85  5.950   197400      5.950
9 2018-03-02  6.25  5.80  5.90  6.000   248000      6.000"
102,BMY,"         Date       High        Low       Open      Close    Volume  Adj Close
0  2018-04-09  61.040001  58.340000  60.910000  60.480000  10349100  58.677654
1  2018-04-10  61.480000  60.529999  61.360001  61.209999   6014700  59.385895
2  2018-04-11  60.770000  59.939999  60.599998  60.180000   7817800  58.386597
3  2018-04-12  59.310001  57.849998  59.299999  58.840000  14987200  57.086529
4  2018-04-13  59.279999  57.910000  59.150002  58.650002  11551300  56.902191
5  2018-04-16  58.669998  52.700001  58.410000  54.080002  34837300  52.468380
6  2018-04-17  54.230000  52.200001  54.200001  52.380001  27808200  50.819038
7  2018-04-18  52.849998  52.040001  52.349998  52.299999  14688400  50.741421
8  2018-04-19  52.540001  51.509998  52.349998  51.610001  17146100  50.071987
9  2018-04-20  51.849998  51.020000  51.619999  51.169998  11669100  49.645096
10 2018-04-23  51.529999  50.660000  51.250000  50.900002  10409600  49.383141
11 2018-04-24  51.980000  50.720001  51.020000  51.580002  12137800  50.042877"
103,RIGL,"         Date  High   Low  Open  Close    Volume  Adj Close
0  2018-04-10  3.36  3.05  3.15   3.34   1947100       3.34
1  2018-04-11  3.41  3.18  3.30   3.35   2083100       3.35
2  2018-04-12  4.68  3.35  3.39   3.91  19708100       3.91
3  2018-04-13  4.05  3.65  3.81   3.95   3522700       3.95
4  2018-04-16  4.12  3.65  4.09   3.73   3357100       3.73
5  2018-04-17  4.11  3.67  3.72   4.11   4902500       4.11
6  2018-04-18  4.28  3.86  4.21   3.88  18571000       3.88
7  2018-04-19  4.38  3.75  3.84   4.06  12485600       4.06
8  2018-04-20  4.19  3.73  4.10   3.84  15398300       3.84
9  2018-04-23  3.89  3.45  3.86   3.60   7091900       3.60
10 2018-04-24  3.83  3.60  3.62   3.73   2450500       3.73
11 2018-04-25  3.87  3.65  3.74   3.69   2479500       3.69"
104,NVS,"         Date       High        Low       Open      Close   Volume  Adj Close
0  2018-04-25  68.602150  67.858421  68.315414  68.476700  1444600  66.107071
1  2018-04-26  69.327957  68.942650  68.996414  69.184586  1145000  66.790459
2  2018-04-27  69.399643  68.781364  68.951614  69.238350  1310900  66.842361
3  2018-04-30  69.569893  68.682793  69.363800  68.718636  1143800  66.340637
4  2018-05-01  68.494621  68.010750  68.440857  68.351257  1638600  65.985970
5  2018-05-02  68.700714  67.885307  68.646950  67.912186  1796200  65.562088
6  2018-05-03  68.637993  68.010750  68.575272  68.387100  2058500  66.020569
7  2018-05-04  68.879929  68.163086  68.252686  68.718636  1021500  66.340637
8  2018-05-07  69.417564  68.951614  69.130821  69.077065  1176300  66.686661
9  2018-05-08  69.507172  68.897850  69.372757  69.121864  1325500  66.729912
10 2018-05-09  69.507172  68.718636  68.826164  69.077065  1270000  66.686661
11 2018-05-10  69.507172  68.557350  69.157707  68.942650  1799700  66.556892"
106,EOLS,"         Date       High        Low       Open      Close   Volume  Adj Close
0  2018-05-09  12.940000   9.550000   9.550000  10.550000   700200  10.550000
1  2018-05-10  11.865000  10.300000  10.700000  11.500000   267200  11.500000
2  2018-05-11  13.770000  11.690000  11.690000  13.490000   499500  13.490000
3  2018-05-14  17.500000  13.650000  13.750000  13.720000  1058600  13.720000
4  2018-05-15  15.350000  12.370000  13.030000  14.650000   416400  14.650000
5  2018-05-16  12.250000   9.550000  11.040000  10.700000  2569900  10.700000
6  2018-05-17  12.940000  10.690000  10.690000  12.940000   673400  12.940000
7  2018-05-18  16.650000  13.135000  13.230000  15.380000  1098400  15.380000
8  2018-05-21  16.889999  14.912000  15.700000  16.180000   485300  16.180000
9  2018-05-22  17.910000  16.059999  16.360001  16.889999   565800  16.889999
10 2018-05-23  19.697001  16.629999  16.799999  19.360001   489000  19.360001
11 2018-05-24  25.549999  19.469999  19.500000  23.799999  1223400  23.799999"
107,AGRX,"         Date   High    Low   Open  Close    Volume  Adj Close
0  2018-05-11  2.880  2.590  2.690  2.680    369500      2.680
1  2018-05-14  2.771  2.600  2.690  2.660    104400      2.660
2  2018-05-15  2.690  2.580  2.649  2.660    138300      2.660
3  2018-05-16  2.895  2.620  2.650  2.620     43800      2.620
4  2018-05-17  2.590  2.420  2.590  2.500    271600      2.500
5  2018-05-18  1.020  0.580  1.020  0.690  10537600      0.690
6  2018-05-21  0.790  0.660  0.790  0.690   3434000      0.690
7  2018-05-22  0.700  0.620  0.700  0.660   2007500      0.660
8  2018-05-23  0.677  0.612  0.660  0.615   1105600      0.615
9  2018-05-24  0.631  0.590  0.631  0.615    960400      0.615
10 2018-05-25  0.615  0.582  0.590  0.590    607700      0.590"
108,REPH,"         Date    High    Low   Open  Close   Volume  Adj Close
0  2018-05-17  11.120  10.70  10.85  11.03   164800      11.03
1  2018-05-18  11.850  11.02  11.07  11.72   250700      11.72
2  2018-05-21  12.300  11.78  11.78  12.01   300400      12.01
3  2018-05-22  12.900  12.01  12.01  12.73   493900      12.73
4  2018-05-23  13.050  11.79  12.88  12.42   825500      12.42
5  2018-05-24   6.480   5.00   6.01   5.63  7633300       5.63
6  2018-05-25   5.670   5.27   5.58   5.55  1522800       5.55
7  2018-05-29   5.665   5.31   5.61   5.52  1033900       5.52
8  2018-05-30   5.610   5.28   5.52   5.37   542400       5.37
9  2018-05-31   5.520   5.25   5.34   5.45   461000       5.45
10 2018-06-01   5.539   5.34   5.45   5.44   356700       5.44"
109,TXMD,"         Date  High   Low  Open  Close    Volume  Adj Close
0  2018-05-23  6.34  5.73  5.81   5.95   7890700       5.95
1  2018-05-24  6.16  5.94  6.02   6.09   2358200       6.09
2  2018-05-25  6.52  6.10  6.10   6.40   4531800       6.40
3  2018-05-29  6.59  6.24  6.58   6.43   5302200       6.43
4  2018-05-30  6.82  5.85  6.70   6.06  18067200       6.06
5  2018-05-31  6.07  5.72  6.07   5.91   5692400       5.91
6  2018-06-01  5.93  5.67  5.90   5.85   4002300       5.85
7  2018-06-04  6.03  5.76  5.90   5.82   3121800       5.82
8  2018-06-05  6.65  5.87  5.87   6.59   8333600       6.59
9  2018-06-06  7.31  6.55  6.60   7.19   9975100       7.19
10 2018-06-07  7.40  6.95  7.19   7.38   5855200       7.38"
110,AMGN,"        Date        High         Low        Open       Close   Volume   Adj Close
0 2018-05-25  179.080002  177.600006  177.960007  178.240005  1812000  172.969360
1 2018-05-29  178.380005  175.770004  176.990005  177.440002  2382000  172.193008
2 2018-05-30  181.779999  178.009995  178.289993  180.240005  3419200  174.910202
3 2018-05-31  180.949997  178.380005  180.309998  179.619995  5247200  174.308548
4 2018-06-01  184.770004  180.360001  180.750000  183.570007  2892800  178.141754
5 2018-06-04  185.970001  182.830002  183.179993  185.440002  2298800  179.956451
6 2018-06-05  184.710007  179.789993  182.800003  181.729996  3980800  176.356140
7 2018-06-06  184.149994  180.869995  182.009995  183.550003  2213100  178.122345
8 2018-06-07  184.050003  182.509995  183.470001  183.300003  2729600  177.879745
9 2018-06-08  185.649994  183.600006  183.889999  184.300003  2865000  178.850159"
111,SCPH,"         Date  High    Low  Open  Close  Volume  Adj Close
0  2018-06-06  9.46  8.100  8.67   8.26  276300       8.26
1  2018-06-07  8.69  7.390  8.35   7.76  296000       7.76
2  2018-06-08  8.00  6.890  7.73   7.11  420000       7.11
3  2018-06-11  7.80  7.111  7.12   7.20  175200       7.20
4  2018-06-12  7.79  7.260  7.33   7.61  200200       7.61
5  2018-06-13  6.19  5.610  5.62   5.93  953000       5.93
6  2018-06-14  6.27  5.856  5.94   6.05  257400       6.05
7  2018-06-15  6.14  5.921  6.06   6.05  153400       6.05
8  2018-06-18  6.02  5.750  5.98   5.89  157300       5.89
9  2018-06-19  6.10  5.250  5.82   5.53  299700       5.53
10 2018-06-20  5.75  5.410  5.56   5.53   73800       5.53
11 2018-06-21  5.60  5.211  5.53   5.56  130100       5.56"
112,BHC,"         Date       High        Low       Open      Close    Volume  Adj Close
0  2018-06-11  26.870001  25.719999  25.809999  26.459999   9461600  26.459999
1  2018-06-12  27.010000  26.020000  26.690001  26.600000   9160400  26.600000
2  2018-06-13  27.790001  26.510000  26.850000  26.860001  10925900  26.860001
3  2018-06-14  27.250000  26.309999  27.129999  26.799999   6969200  26.799999
4  2018-06-15  27.110001  26.629999  26.760000  26.860001   6070700  26.860001
5  2018-06-18  25.500000  23.459999  25.160000  23.559999  24556900  23.559999
6  2018-06-19  24.590000  23.030001  23.080000  24.240000  10253800  24.240000
7  2018-06-20  24.799999  24.170000  24.490000  24.639999   6792800  24.639999
8  2018-06-21  24.969999  24.309999  24.660000  24.719999   5390100  24.719999
9  2018-06-22  24.469999  23.820000  24.290001  24.270000   5783400  24.270000
10 2018-06-25  24.219999  23.010000  24.080000  23.059999   6897400  23.059999
11 2018-06-26  23.520000  22.570000  23.209999  23.309999   6142800  23.309999"
113,AKAO,"         Date   High    Low   Open  Close   Volume  Adj Close
0  2018-06-19  12.34  11.55  11.70  12.21   777400      12.21
1  2018-06-20  13.29  12.21  12.24  13.02  1342300      13.02
2  2018-06-21  13.48  12.40  13.25  12.45  1236900      12.45
3  2018-06-22  12.67  12.00  12.50  12.42  1495200      12.42
4  2018-06-25  12.80  11.99  12.61  12.02  1150400      12.02
5  2018-06-26  10.57   8.73  10.50   9.59  8510800       9.59
6  2018-06-27   9.66   8.81   9.66   8.92  2716700       8.92
7  2018-06-28   9.10   8.22   8.93   8.91  2156100       8.91
8  2018-06-29   9.00   8.53   8.97   8.66  1313200       8.66
9  2018-07-02   9.06   8.65   8.66   8.93  2048600       8.93
10 2018-07-03   9.04   8.80   9.00   8.99   451700       8.99"
114,INSY,"         Date  High   Low  Open  Close  Volume  Adj Close
0  2018-07-20  8.36  7.65  8.31   7.83  754600       7.83
1  2018-07-23  8.16  7.78  7.79   7.92  460200       7.92
2  2018-07-24  7.95  7.35  7.95   7.39  527500       7.39
3  2018-07-25  7.54  7.31  7.39   7.46  283900       7.46
4  2018-07-26  7.50  7.22  7.44   7.28  360900       7.28
5  2018-07-27  7.31  6.54  7.26   6.78  878600       6.78
6  2018-07-30  6.82  6.40  6.75   6.62  663600       6.62
7  2018-07-31  6.88  6.55  6.56   6.66  394700       6.66
8  2018-08-01  6.70  6.44  6.63   6.48  337100       6.48
9  2018-08-02  6.58  6.35  6.42   6.39  340800       6.39
10 2018-08-03  6.51  6.25  6.40   6.27  344000       6.27"
115,REGN,"         Date        High         Low        Open       Close   Volume   Adj Close
0  2018-08-06  395.839996  389.519989  394.000000  390.049988   769100  390.049988
1  2018-08-07  395.320007  388.220001  391.290009  391.420013   477700  391.420013
2  2018-08-08  380.000000  367.630005  380.000000  374.269989  1161000  374.269989
3  2018-08-09  374.410004  363.250000  372.769989  372.140015   996300  372.140015
4  2018-08-10  371.850006  364.859985  371.220001  368.779999   633400  368.779999
5  2018-08-13  368.570007  362.309998  367.000000  366.450012   590200  366.450012
6  2018-08-14  369.399994  364.959991  367.049988  366.230011   517700  366.230011
7  2018-08-15  369.000000  361.190002  365.000000  361.869995   551100  361.869995
8  2018-08-16  373.920013  361.760010  364.480011  371.779999   595400  371.779999
9  2018-08-17  377.859985  370.170013  373.000000  374.260010   669600  374.260010
10 2018-08-20  377.540009  371.390015  375.929993  374.799988   543800  374.799988
11 2018-08-21  381.350006  374.149994  374.549988  378.559998   553500  378.559998"
116,AGN,"         Date        High         Low        Open       Close     Volume   Adj Close
0  2018-08-07  187.410004  184.210007  184.880005  185.729996  1584300.0  182.279449
1  2018-08-08  187.300003  184.460007  186.100006  184.610001  1211000.0  181.180267
2  2018-08-09  184.869995  182.729996  184.410004  184.059998  1347200.0  180.640488
3  2018-08-10  184.779999  183.020004  183.550003  184.000000  1391800.0  180.581604
4  2018-08-13  184.940002  183.240005  183.470001  184.270004  1771900.0  180.846588
5  2018-08-14  187.949997  184.070007  184.070007  184.460007  1531500.0  181.033051
6  2018-08-15  185.039993  183.250000  184.000000  184.479996  2895800.0  181.052673
7  2018-08-16  184.699997  183.119995  184.070007  184.210007  1337900.0  181.496063
8  2018-08-17  186.490005  183.330002  184.169998  185.600006  1378300.0  182.865585
9  2018-08-20  191.800003  186.100006  186.130005  190.750000  2112200.0  187.939697
10 2018-08-21  192.029999  189.199997  190.750000  191.110001  1684800.0  188.294388
11 2018-08-22  190.110001  187.429993  189.389999  188.289993  1568800.0  185.515930"
117,MNK,"         Date       High        Low       Open      Close   Volume  Adj Close
0  2018-08-15  32.639999  31.639999  32.180000  32.430000  2100900  32.430000
1  2018-08-16  34.220001  32.380001  32.549999  34.139999  4466800  34.139999
2  2018-08-17  34.860001  33.500000  34.160000  34.689999  3172300  34.689999
3  2018-08-20  36.650002  34.540001  34.740002  36.070000  5013300  36.070000
4  2018-08-21  36.630001  35.180000  36.549999  35.970001  3516000  35.970001
5  2018-08-22  35.840000  34.400002  35.119999  35.189999  2869500  35.189999
6  2018-08-23  36.080002  35.060001  35.290001  36.080002  1891700  36.080002
7  2018-08-24  36.369999  35.139999  36.299999  35.480000  2491500  35.480000
8  2018-08-27  36.389999  35.000000  35.650002  35.189999  3070600  35.189999
9  2018-08-28  35.889999  35.209999  35.360001  35.270000  2383300  35.270000
10 2018-08-29  35.270000  34.009998  35.270000  34.830002  2119700  34.830002
11 2018-08-30  34.810001  34.000000  34.630001  34.090000  1824800  34.090000"
118,IONS,"         Date       High        Low       Open      Close   Volume  Adj Close
0  2018-08-20  52.119999  50.330002  50.650002  51.669998   830700  51.669998
1  2018-08-21  53.770000  51.880001  51.880001  53.250000  1048100  53.250000
2  2018-08-22  53.480000  52.669998  53.310001  52.680000  1030500  52.680000
3  2018-08-23  52.590000  51.020000  52.509998  51.209999  1199800  51.209999
4  2018-08-24  51.919998  49.310001  51.580002  49.799999  2031400  49.799999
5  2018-08-27  54.849998  49.919998  50.160000  53.700001  2671900  53.700001
6  2018-08-28  48.250000  45.000000  47.000000  45.169998  6119200  45.169998
7  2018-08-29  47.169998  45.169998  45.169998  46.189999  1817000  46.189999
8  2018-08-30  46.750000  45.840000  46.189999  46.430000   908300  46.430000
9  2018-08-31  46.939999  45.560001  46.180000  45.689999   556800  45.689999
10 2018-09-04  45.799999  44.580002  45.410000  45.759998  1448200  45.759998"
119,AKCA,"         Date       High        Low       Open      Close   Volume  Adj Close
0  2018-08-20  36.490002  34.099998  36.000000  34.689999   192200  34.689999
1  2018-08-21  35.939999  34.459999  34.759998  35.349998   870200  35.349998
2  2018-08-22  35.705002  33.980000  35.060001  34.000000   250600  34.000000
3  2018-08-23  34.410000  32.310001  34.000000  34.110001   159200  34.110001
4  2018-08-24  34.889999  32.500000  34.110001  32.630001   123300  32.630001
5  2018-08-27  33.759998  32.380001  32.380001  33.119999   414100  33.119999
6  2018-08-28  27.332001  23.559999  23.730000  24.730000  1927300  24.730000
7  2018-08-29  26.480000  24.799999  25.000000  25.230000   952400  25.230000
8  2018-08-30  25.990000  24.750000  25.070000  25.590000   401700  25.590000
9  2018-08-31  26.844999  25.379999  25.840000  26.410000   349400  26.410000
10 2018-09-04  26.740000  25.219999  26.500000  26.440001   368700  26.440001"
120,GSK,"        Date       High        Low       Open      Close   Volume  Adj Close
0 2018-08-31  40.959999  40.349998  40.830002  40.500000  2155800  38.943035
1 2018-09-04  40.380001  40.119999  40.349998  40.340000  2011400  38.789181
2 2018-09-05  40.320000  40.060001  40.200001  40.130001  1486900  38.587257
3 2018-09-06  39.900002  39.400002  39.900002  39.779999  2543300  38.250710
4 2018-09-07  39.680000  39.270000  39.299999  39.599998  2015300  38.077625
5 2018-09-10  39.680000  39.250000  39.400002  39.299999  1934000  37.789165
6 2018-09-11  39.060001  38.709999  39.020000  38.990002  2405700  37.491085
7 2018-09-12  39.410000  39.049999  39.049999  39.360001  2469800  37.846859
8 2018-09-13  39.480000  39.209999  39.320000  39.330002  1677800  37.818008
9 2018-09-14  39.060001  38.790001  39.029999  39.009998  2307300  37.510315"
121,XOMA,"         Date       High    Low       Open      Close  Volume  Adj Close
0  2018-10-11  17.000000  14.64  14.690000  15.710000   70400  15.710000
1  2018-10-12  16.889999  14.83  15.700000  15.300000  126900  15.300000
2  2018-10-15  15.970000  14.95  15.370000  15.130000   38000  15.130000
3  2018-10-16  16.200001  15.04  15.150000  16.090000   31500  16.090000
4  2018-10-17  16.430000  15.76  16.299999  16.030001   28400  16.030001
5  2018-10-18  15.940000  13.60  15.940000  13.710000  225100  13.710000
6  2018-10-19  16.350000  13.76  13.760000  15.000000  312200  15.000000
7  2018-10-22  15.300000  14.23  14.990000  14.650000   74500  14.650000
8  2018-10-23  14.800000  13.00  14.310000  13.970000  111100  13.970000
9  2018-10-24  14.150000  13.22  13.960000  13.290000   97000  13.290000
10 2018-10-25  13.850000  12.17  13.400000  12.290000  178500  12.290000
11 2018-10-26  12.690000  12.05  12.060000  12.370000   55000  12.370000"
122,NVS,"         Date       High        Low       Open      Close   Volume  Adj Close
0  2018-10-11  75.017921  73.198921  74.892471  73.655914  3987200  71.107056
1  2018-10-12  74.543015  73.611115  74.516129  74.175629  2001200  71.608788
2  2018-10-15  74.937279  74.480286  74.775986  74.507172  2304900  71.928856
3  2018-10-16  76.890678  75.555557  75.707886  76.810036  3154900  74.152031
4  2018-10-17  76.675629  75.922935  76.523300  76.415771  3484400  73.771408
5  2018-10-18  77.706093  76.648743  77.025093  77.275986  6121000  74.601860
6  2018-10-19  78.467743  77.983871  78.225807  78.127243  3794700  75.423660
7  2018-10-22  78.172043  77.401436  77.670250  78.046593  3173000  75.345795
8  2018-10-23  78.960571  77.258064  77.670250  78.862007  4846800  76.132996
9  2018-10-24  78.279572  75.465950  78.064514  75.492828  4308500  72.880409
10 2018-10-25  77.464157  74.973122  75.277779  76.827957  4437200  74.169334
11 2018-10-26  76.863800  75.501793  76.218636  76.424728  4825600  73.780060"
123,TRVN,"         Date   High    Low   Open  Close    Volume  Adj Close
0  2018-10-26  0.880  0.825  0.850  0.848   1623100      0.848
1  2018-10-29  0.868  0.775  0.840  0.785   2629900      0.785
2  2018-10-30  0.840  0.790  0.790  0.814   1554900      0.814
3  2018-10-31  0.946  0.810  0.816  0.914   4439600      0.914
4  2018-11-01  1.050  0.819  0.923  1.050   6622700      1.050
5  2018-11-02  1.500  0.550  1.050  0.710  20901300      0.710
6  2018-11-05  0.730  0.600  0.720  0.665   6836900      0.665
7  2018-11-06  0.650  0.590  0.640  0.620   4097100      0.620
8  2018-11-07  0.630  0.591  0.600  0.611   2241200      0.611
9  2018-11-08  0.712  0.603  0.620  0.639   5595600      0.639
10 2018-11-09  0.665  0.621  0.628  0.655   1966400      0.655"
124,AQST,"        Date       High        Low       Open      Close  Volume  Adj Close
0 2018-11-09  18.450001  16.959999  18.030001  17.000000   47500  17.000000
1 2018-11-12  17.635000  16.570000  17.299999  16.629999   23200  16.629999
2 2018-11-13  17.729000  16.690001  16.690001  17.219999   16200  17.219999
3 2018-11-14  17.600000  16.851000  17.240000  16.879999   21900  16.879999
4 2018-11-15  17.209999  16.209999  16.930000  16.809999   27800  16.809999
5 2018-11-16  17.299999  15.875000  16.680000  16.860001   72100  16.860001
6 2018-11-19  18.065001  16.350000  16.650000  16.350000   44300  16.350000
7 2018-11-20  16.200001  12.600000  16.190001  13.190000   97600  13.190000
8 2018-11-21  13.430000   9.450000  13.300000  10.220000  771800  10.220000
9 2018-11-23  10.390000   9.780000  10.220000  10.200000  156900  10.200000"
125,MNK,"         Date       High        Low       Open      Close   Volume  Adj Close
0  2018-12-06  23.129999  21.340000  22.860001  21.530001  3532000  21.530001
1  2018-12-07  21.530001  20.420000  21.500000  20.760000  3625900  20.760000
2  2018-12-10  20.709999  19.900000  20.000000  20.680000  2689400  20.680000
3  2018-12-11  21.719999  20.299999  21.090000  20.940001  1503700  20.940001
4  2018-12-12  21.639999  19.920000  19.940001  20.850000  1949100  20.850000
5  2018-12-13  21.230000  19.950001  20.910000  20.820000  2388900  20.820000
6  2018-12-14  20.980000  18.959999  20.510000  19.200001  2217700  19.200001
7  2018-12-17  19.530001  18.260000  19.049999  18.530001  2727200  18.530001
8  2018-12-18  19.309999  18.480000  18.910000  18.670000  1863000  18.670000
9  2018-12-19  19.049999  17.680000  18.760000  17.730000  2075500  17.730000
10 2018-12-20  18.170000  17.350000  17.719999  17.570000  2724500  17.570000"
126,ADMA,"         Date   High    Low  Open  Close   Volume  Adj Close
0  2018-12-12  4.875  4.700  4.79   4.75    72100       4.75
1  2018-12-13  4.860  4.584  4.77   4.83    71300       4.83
2  2018-12-14  4.980  4.490  4.82   4.53   153000       4.53
3  2018-12-17  4.788  4.400  4.66   4.45   225800       4.45
4  2018-12-18  4.630  3.900  4.50   4.01   291200       4.01
5  2018-12-19  4.500  3.960  3.96   4.21   401800       4.21
6  2018-12-20  2.847  2.132  2.75   2.29  1722100       2.29
7  2018-12-21  2.560  2.220  2.28   2.41   694600       2.41
8  2018-12-24  2.510  2.300  2.38   2.39   362600       2.39
9  2018-12-26  2.440  2.160  2.39   2.17   484400       2.17
10 2018-12-27  2.350  2.080  2.11   2.34   508700       2.34"
127,IMMU,"         Date       High        Low       Open  Close    Volume  Adj Close
0  2019-01-10  18.049999  16.090000  17.030001  17.77   3543200      17.77
1  2019-01-11  18.190001  17.129999  17.719999  17.91   2257300      17.91
2  2019-01-14  18.020000  17.290001  17.639999  17.50   3105000      17.50
3  2019-01-15  18.190001  17.459999  17.559999  18.02   2772700      18.02
4  2019-01-16  18.510000  17.820000  18.250000  17.83   2521700      17.83
5  2019-01-17  18.610001  17.650000  17.799999  18.09   3837400      18.09
6  2019-01-18  13.560000  11.550000  11.870000  13.31  32501600      13.31
7  2019-01-22  13.260000  12.320000  12.870000  13.26   8768500      13.26
8  2019-01-23  13.650000  12.780000  13.350000  13.12   5819400      13.12
9  2019-01-24  14.180000  12.750000  13.090000  14.16   4939600      14.16
10 2019-01-25  14.570000  13.760000  14.300000  14.53   3927600      14.53"
128,SNY,"         Date       High        Low       Open      Close   Volume  Adj Close
0  2019-01-16  42.450001  42.189999  42.250000  42.209999   519700  40.519070
1  2019-01-17  42.049999  41.820000  41.919998  42.049999   401400  40.365479
2  2019-01-18  41.790001  41.299999  41.779999  41.480000   759400  39.818314
3  2019-01-22  41.590000  41.279999  41.389999  41.490002  1347100  39.827915
4  2019-01-23  41.930000  41.480000  41.770000  41.619999   743400  39.952705
5  2019-01-24  41.779999  41.090000  41.740002  41.220001  1106300  39.568729
6  2019-01-25  41.950001  41.619999  41.740002  41.770000   818700  40.096699
7  2019-01-28  42.070000  41.779999  41.799999  41.919998   881700  40.240685
8  2019-01-29  42.750000  42.490002  42.549999  42.639999   731900  40.931843
9  2019-01-30  43.040001  42.290001  42.320000  43.020000  1338300  41.296623
10 2019-01-31  43.549999  43.020000  43.160000  43.450001   847500  41.709396"
129,AQST,"         Date   High    Low  Open  Close  Volume  Adj Close
0  2019-01-23  8.000  7.500  7.61  7.680   54900      7.680
1  2019-01-24  7.851  7.570  7.64  7.725   32100      7.725
2  2019-01-25  8.050  7.680  7.72  7.920   80200      7.920
3  2019-01-28  8.310  7.570  8.02  7.980  147700      7.980
4  2019-01-29  8.295  7.440  7.98  7.680   99600      7.680
5  2019-01-30  7.720  6.900  7.72  7.150   89800      7.150
6  2019-01-31  6.900  5.600  6.00  6.130  320700      6.130
7  2019-02-01  6.240  5.849  6.24  6.040  200200      6.040
8  2019-02-04  6.050  5.640  6.05  5.880  178300      5.880
9  2019-02-05  6.390  5.640  5.65  5.980  130100      5.980
10 2019-02-06  6.150  5.910  6.00  5.950   71700      5.950
11 2019-02-07  6.100  5.810  5.90  6.020   50000      6.020"
130,ALKS,"         Date       High        Low       Open      Close   Volume  Adj Close
0  2019-01-25  34.230000  33.180000  33.240002  34.070000   769900  34.070000
1  2019-01-28  34.689999  32.500000  33.820000  32.549999   716300  32.549999
2  2019-01-29  33.169998  32.480000  32.549999  32.660000   478600  32.660000
3  2019-01-30  32.970001  32.070000  32.660000  32.799999   706600  32.799999
4  2019-01-31  33.020000  32.480000  32.820000  32.869999   857000  32.869999
5  2019-02-01  33.349998  32.470001  32.730000  33.080002   767800  33.080002
6  2019-02-04  33.240002  31.530001  31.889999  33.180000  1153100  33.180000
7  2019-02-05  33.959999  33.169998  33.230000  33.709999   634100  33.709999
8  2019-02-06  34.070000  32.470001  33.660000  32.490002   764500  32.490002
9  2019-02-07  32.669998  30.959999  32.369999  31.070000  1219300  31.070000
10 2019-02-08  31.230000  30.650000  30.930000  30.850000   672300  30.850000"
131,MTFB,"         Date    High     Low    Open  Close   Volume  Adj Close
0  2019-02-07  11.295  10.180  11.120  10.35     9000      10.35
1  2019-02-08  10.950  10.329  10.362  10.90    20800      10.90
2  2019-02-11  11.200  10.040  10.140  10.06    14600      10.06
3  2019-02-12  10.860  10.160  10.161  10.55    41500      10.55
4  2019-02-13  10.700   9.750  10.350  10.07    29200      10.07
5  2019-02-14   3.300   2.610   2.800   2.81  4820000       2.81
6  2019-02-15   3.070   2.650   3.060   2.69  1189600       2.69
7  2019-02-19   2.210   2.010   2.180   2.20   754200       2.20
8  2019-02-20   2.080   1.900   2.050   1.95   507500       1.95
9  2019-02-21   1.960   1.630   1.950   1.87   353900       1.87
10 2019-02-22   1.950   1.830   1.860   1.92   231400       1.92"
132,LXRX,"         Date  High   Low  Open  Close   Volume  Adj Close
0  2019-03-15  7.70  7.27  7.35   7.41  2980200       7.41
1  2019-03-18  7.88  7.45  7.45   7.62   964100       7.62
2  2019-03-19  8.01  7.49  7.63   7.80  1106400       7.80
3  2019-03-20  8.26  7.66  8.25   7.74  1236200       7.74
4  2019-03-21  8.10  7.52  7.78   7.94  1360300       7.94
5  2019-03-22  8.04  4.25  7.91   6.20  3482400       6.20
6  2019-03-25  6.10  5.30  5.95   5.66  2712100       5.66
7  2019-03-26  5.72  5.34  5.72   5.41  1114400       5.41
8  2019-03-27  5.45  5.10  5.41   5.32  1003800       5.32
9  2019-03-28  5.40  5.14  5.30   5.26   506300       5.26
10 2019-03-29  5.73  5.28  5.31   5.56   624200       5.56"
133,SNY,"         Date       High        Low       Open      Close   Volume  Adj Close
0  2019-03-15  45.150002  44.610001  44.770000  45.090000  1225700  43.283699
1  2019-03-18  44.990002  44.779999  44.810001  44.910000   816200  43.110909
2  2019-03-19  45.189999  44.900002  45.000000  45.139999   999800  43.331696
3  2019-03-20  45.570000  45.029999  45.160000  45.410000  1541600  43.590878
4  2019-03-21  45.490002  45.070000  45.070000  45.430000   905200  43.610077
5  2019-03-22  44.669998  44.130001  44.520000  44.259998  2748800  42.486946
6  2019-03-25  44.230000  43.889999  44.150002  43.950001   650300  42.189365
7  2019-03-26  44.509998  44.139999  44.380001  44.189999   702800  42.419750
8  2019-03-27  44.049999  43.560001  43.849998  43.790001   659700  42.035778
9  2019-03-28  44.369999  44.130001  44.240002  44.259998   596200  42.486946
10 2019-03-29  44.400002  43.950001  44.020000  44.279999  1291000  42.506145"
